acceptedname	scientificnameauthorship	n_occs	matchType	confidence	status	id	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	usageKey	scientificName	canonicalName	rank	kingdom	phylum	order	family	genus	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	synonym	class	acceptedUsageKey	species	speciesKey
Pisces	NA	12	NONE	100	NA	50753	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Orchestes fagi	Olivier	12	EXACT_WITHOUT_AUTHOR	97	DOUBTFUL	51409	NA	NA	NA	NA	NA	NA	species	NA	to determine	NA	2017-02-20	NA	NA	NA	NA	NA	species	8138506	Orchestes fagi Stephens, 1831	Orchestes fagi	SPECIES	Animalia	Arthropoda	Coleoptera	Curculionidae	Orchestes	1	54	216	1470	4239	1196973	FALSE	Insecta	NA	Orchestes fagi	8138506
Vaucheria walzii	Rothert	11	NONE	99	NA	24999	27903	NA	NA	NA	40896	1a	species	NA	accepted	53894	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Scopariinae	NA	11	NONE	100	NA	50846	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Tanytarsus iridis	(Kieffer, 1911)	10	NONE	100	NA	12329	13978	NA	NA	NA	36152	NA	species	NA	nomen dubium	49131	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ovicapra	NA	10	NONE	100	NA	49868	64090	NA	NA	NA	NA	NA	informal group	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Aceria cephalonea	NA	10	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	50097	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	4544485	Aceria cephaloneus (Nalepa, 1922)	Aceria cephaloneus	SPECIES	Animalia	Arthropoda	Prostigmata	Eriophyidae	Aceria	1	54	367	372	2816	2128489	FALSE	Arachnida	NA	Aceria cephaloneus	4544485
Stenacis triradiata	NA	10	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	50882	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	4544890	Stenacis triradiatus (Nalepa, 1892)	Stenacis triradiatus	SPECIES	Animalia	Arthropoda	Prostigmata	Eriophyidae	Stenacis	1	54	367	372	2816	4407325	FALSE	Arachnida	NA	Stenacis triradiatus	4544890
Vaucheria medusa	Christensen	9	NONE	99	NA	24985	27887	NA	NA	NA	40896	1a	species	NA	accepted	53894	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Lophyrus	NA	9	NONE	99	NA	35015	47987	NA	NA	NA	44279	NA	genus	NA	to determine	57457	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Chromadorita nana	Lorenzen, 1973	9	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	47319	60951	NA	NA	NA	48036	NA	species	NA	accepted	63118	2015-04-29	NA	NA	NA	NA	NA	species	2280842	Chromadorita nanna Lorenzen, 1973	Chromadorita nanna	SPECIES	Animalia	Nematoda	Desmodorida	Chromadoridae	Chromadorita	1	5967481	251	447	6514	2280841	FALSE	Adenophorea	NA	Chromadorita nanna	2280842
Golfingiida	NA	9	NONE	100	NA	49787	62264	NA	NA	NA	48484	NA	order	NA	accepted	62160	2015-04-29	NA	NA	NA	NA	NA	order	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Premegaceros verticornis	NA	9	NONE	100	NA	49823	_64135	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Anas platyrhynchos f. domestica	NA	9	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	49939	64017	NA	canard domestique	huiseend	3511	NA	forma	NA	accepted	4546	2015-04-29	NA	NA	45974	Animalia	NA	form	9577769	Anas platyrhynchos f. domesticus	Anas platyrhynchos domesticus	FORM	Animalia	Chordata	Anseriformes	Anatidae	Anas	1	44	212	1108	2986	2498056	FALSE	Aves	NA	Anas platyrhynchos	9761484
Aceria macrochela	NA	9	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	50102	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	4544634	Aceria macrochelus (Nalepa, 1891)	Aceria macrochelus	SPECIES	Animalia	Arthropoda	Prostigmata	Eriophyidae	Aceria	1	54	367	372	2816	2128489	FALSE	Arachnida	NA	Aceria macrochelus	4544634
Arctium minus subsp. minus	(Hill) Bernh.	9	NONE	99	NA	50188	NA	urn:lsid:catalogueoflife.org:taxon:3083cab4-9478-11e1-a35b-569cdfeac142	NA	NA	NA	NA	subspecies	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Russula heterophylla form. pseudoochroleuca	Romagn.	8	FUZZY_WITHOUT_AUTHOR	97	SYNONYM	134	313	NA	NA	NA	5373	1a	forma	NA	accepted	6438	2015-04-29	NA	NA	3902	Fungi	NA	form	3360062	Russula heterophylla f. pseudo-ochroleuca Romagn., 1962	Russula heterophylla pseudo-ochroleuca	FORM	Fungi	Basidiomycota	Russulales	Russulaceae	Russula	5	34	186	1144	7609	2551169	TRUE	Agaricomycetes	2551597	Russula heterophylla	2551597
Aleochara haematodes ripicola	Muls.Rey, 1874	8	NONE	100	NA	1029	1937	NA	NA	NA	19113	0a	subspecies	NA	accepted	21841	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Proboscidae	Illiger, 1811	8	NONE	100	NA	49874	_64083	NA	NA	NA	NA	NA	family	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Harmonia axyridis f. succinea	NA	8	NONE	100	NA	50476	NA	NA	NA	NA	NA	NA	forma	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	form	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Orientus ishidae	Matsumura 1902	8	NONE	99	NA	50689	NA	urn:lsid:catalogueoflife.org:taxon:d3f4bf68-2dc5-11e0-98c6-2ce70255a436	NA	NA	NA	NA	family	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Macrosaccus robiniella	Clemens, 1859	8	FUZZY_WITHOUT_AUTHOR	96	SYNONYM	51671	NA	NA	NA	NA	NA	NA	species	NA	accepted	NA	2017-03-14	NA	NA	NA	NA	NA	species	8741260	Macrosaccus robiniellus (Clemens, 1859)	Macrosaccus robiniellus	SPECIES	Animalia	Arthropoda	Lepidoptera	Gracillariidae	Phyllonorycter	1	54	216	797	5487	1749732	TRUE	Insecta	1749886	Phyllonorycter robiniella	1749886
Trimicra pilipes pilipes	(Fabricius, 1787)	7	NONE	100	NA	972	1867	NA	NA	NA	13670	0a	subspecies	NA	accepted	15583	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Leucorrhinia dubia dubia	(Vander Linden, 1825)	7	NONE	100	NA	1055	1964	NA	NA	venwitsnuitlibel	1848	1a	subspecies	NA	accepted	2888	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Priocnemis exaltata	(Fabricius, 1775)	7	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	2178	3219	NA	NA	NA	40657	1a	species	NA	accepted	53654	2015-04-29	NA	NA	45974	Animalia	NA	species	4505074	Priocnemis exaltatus Panzer	Priocnemis exaltatus	SPECIES	Animalia	Arthropoda	Hymenoptera	Pompilidae	Priocnemis	1	54	216	1457	7913	9500065	FALSE	Insecta	NA	Priocnemis exaltatus	4505074
Vaucheria synandra	Woronin	7	NONE	99	NA	24994	27898	NA	NA	NA	40896	1a	species	NA	accepted	53894	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Trhypochtonius tectorum	(Berlese, 1896)	7	NONE	100	NA	49854	64105	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Mustela nivalis rixosa	NA	7	NONE	99	NA	50009	63883	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Zenobiella incarnata	NA	7	NONE	100	NA	50024	63817	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Scolapax rusticola	NA	7	NONE	100	NA	50039	63800	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Polinices polianus	NA	7	FUZZY_WITHOUT_AUTHOR	96	SYNONYM	50084	63723	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	4362247	Polinices poliana (Delle Chiaje, 1826)	Polinices poliana	SPECIES	Animalia	Mollusca	Littorinimorpha	Naticidae	Euspira	1	52	225	7390893	7072	2300399	TRUE	Gastropoda	5725465	Euspira nitida	5725465
Cynipoidea	NA	7	NONE	100	NA	50352	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Adlafia minuscula minuscula	NA	7	NONE	99	NA	51220	NA	NA	NA	NA	NA	NA	unranked	NA	accepted	NA	2016-07-06	NA	NA	NA	NA	NA	unranked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Smicronyx reichii	(Gyll., 1836)	6	FUZZY_WITHOUT_AUTHOR	97	DOUBTFUL	16239	20481	NA	NA	NA	37673	0a	species	NA	accepted	50656	2015-04-29	NA	NA	45974	Animalia	NA	species	1217475	Smicronyx reichei Schoenherr, 1843	Smicronyx reichei	SPECIES	Animalia	Arthropoda	Coleoptera	Curculionidae	Smicronyx	1	54	216	1470	4239	1217455	FALSE	Insecta	NA	Smicronyx reichei	1217475
Gloeosporium ulmicolum	Miles	6	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	29173	35522	NA	NA	NA	42591	1a	species	NA	accepted	55674	2015-04-29	NA	NA	3902	Fungi	NA	species	2567571	Gloeosporium ulmicola Miles	Gloeosporium ulmicola	SPECIES	Fungi	Ascomycota	Diaporthales	Sydowiellaceae	Stegophora	5	95	320	1289	4149	2567567	TRUE	Sordariomycetes	2567568	Stegophora ulmea	2567568
Myxosporium platanicolum	Ellis & Everh.	6	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	30519	38740	NA	NA	NA	28978	1a	species	NA	accepted	56177	2015-04-29	NA	NA	3902	Fungi	NA	species	2581279	Myxosporium platanicola Ellis & Everh.	Myxosporium platanicola	SPECIES	Fungi	Ascomycota	Diaporthales	Gnomoniaceae	Apiognomonia	5	95	320	1289	4147	2566442	TRUE	Sordariomycetes	8549410	Apiognomonia veneta	8549410
Equus mosbachensis	NA	6	NONE	100	NA	49829	_64128	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Eueremaeus oblungus	(Koch, 1835)	6	NONE	100	NA	49860	64098	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Pavo cristatus f. domesticus	NA	6	NONE	100	NA	49873	64085	NA	NA	NA	NA	NA	forma	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	form	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Radix peregra	NA	6	NONE	99	NA	50013	63874	NA	NA	NA	NA	NA	forma	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	form	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Equus caballus germanicus	NA	6	NONE	99	NA	50015	63856	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Isurus benedeni	NA	6	NONE	100	NA	50051	_63772	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Aethusa cynapium subsp. giganteum	Lej.	6	FUZZY_WITHOUT_AUTHOR	96	SYNONYM	50124	NA	urn:lsid:catalogueoflife.org:taxon:32ff6085-4661-11e1-9b0d-e752e483e0da	NA	NA	NA	NA	subspecies	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	subspecies	5538388	Aethusa cynapium subsp. gigantea (Lej.) P.D.Sell	Aethusa cynapium gigantea	SUBSPECIES	Plantae	Tracheophyta	Apiales	Apiaceae	Aethusa	6	7707728	220	1351	6720	3034624	TRUE	Magnoliopsida	7224084	Aethusa cynapium	5371825
Aphidoidea	NA	6	NONE	100	NA	50174	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Scymninae	Mulsant, 1846	6	NONE	100	NA	50977	NA	NA	NA	NA	44140	NA	subfamily	NA	to determine	NA	2015-08-31	NA	NA	45974	Animalia	NA	subfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Stellaria media media	NA	6	NONE	99	NA	51057	NA	NA	NA	NA	NA	NA	unranked	NA	accepted	NA	2016-01-07	NA	NA	NA	NA	NA	unranked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Bledius dama jutlandensis	Herman, 1986	5	NONE	100	NA	1030	1938	NA	NA	NA	19286	0a	subspecies	NA	accepted	22013	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Neochrysocharis arata	(Walker, 1838)	5	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	10184	11433	NA	NA	NA	35615	1a	species	NA	accepted	48596	2015-04-29	NA	NA	45974	Animalia	NA	species	4499242	Neochrysocharis aratus (Walker, 1838)	Neochrysocharis aratus	SPECIES	Animalia	Arthropoda	Hymenoptera	Eulophidae	Neochrysocharis	1	54	216	1457	5505	9106221	FALSE	Insecta	NA	Neochrysocharis aratus	4499242
Calyptellacapula gibbosh	NA	5	NONE	100	NA	27199	31215	NA	NA	NA	41996	1a	species	NA	accepted	55016	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Tetamerocerata	NA	5	NONE	100	NA	45809	59000	NA	NA	NA	3875	NA	order	NA	to determine	59142	2015-04-29	NA	NA	45974	Animalia	NA	order	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Mesodasys litoralis	Remane, 1951	5	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	47106	60741	NA	NA	NA	48794	NA	species	NA	accepted	62996	2015-04-29	NA	NA	NA	NA	NA	species	4281826	Mesodasys littoralis Remane, 1951	Mesodasys littoralis	SPECIES	Animalia	Gastrotricha	Macrodasyida	Cephalodasyidae	Mesodasys	1	22	NA	7879653	7921774	2255324	FALSE	NA	NA	Mesodasys littoralis	4281826
Actinonema pachydermatum	Cobb, 1920	5	NONE	99	NA	47316	60948	NA	NA	NA	41693	NA	species	NA	accepted	54770	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Columbia livia	Gmelin, 1789	5	NONE	100	NA	49843	64115	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Gallus f. domestica	NA	5	NONE	99	NA	50056	63767	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Equus przewalskii f. caballus	NA	5	NONE	100	NA	50061	63762	NA	NA	NA	NA	NA	forma	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	form	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Cyprinus carpio carpio	NA	5	NONE	99	NA	51679	NA	NA	NA	NA	NA	NA	unranked	NA	accepted	NA	2018-08-14	NA	NA	NA	NA	NA	unranked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Diderma montanum var. montanum	NA	4	NONE	100	NA	378	743	NA	NA	dunstelig kalkschaaltje	28536	1a	variety	NA	accepted	34200	2015-04-29	NA	NA	3902	Fungi	NA	variety	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Septonema chaetospira var. pini	Bourch., 1961	4	NONE	100	NA	772	1567	NA	NA	NA	NA	1a	variety	NA	accepted	43870	2015-04-29	NA	NA	NA	NA	NA	variety	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Forelia brevipes brevipes	(Neuman, 1880)	4	NONE	100	NA	1195	2104	NA	NA	NA	23961	1a	subspecies	NA	accepted	26724	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Exechia rufithorax	Van der Wulp, 1874	4	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	14007	16032	NA	NA	NA	36536	NA	species	NA	nomen dubium	49512	2015-04-29	NA	NA	45974	Animalia	NA	species	1612740	Exechia rufithorax Wulp, 1874	Exechia rufithorax	SPECIES	Animalia	Arthropoda	Diptera	Mycetophilidae	Exechia	1	54	216	811	5565	1612526	FALSE	Insecta	NA	Exechia rufithorax	1612740
Ophiocytium arbuscula	(A. Braun) Rabenhorst	4	NONE	99	NA	24802	27671	NA	NA	NA	40850	1a	species	NA	accepted	53847	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Peritrechus lundii	(Gmelin, 1790)	4	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	26098	29072	NA	NA	NA	41448	0a	species	NA	accepted	54448	2015-04-29	NA	NA	45974	Animalia	NA	species	4486442	Peritrechus lundi Gmelin, 1790	Peritrechus lundi	SPECIES	Animalia	Arthropoda	Hemiptera	Rhyparochromidae	Peritrechus	1	54	216	809	4326	2007972	FALSE	Insecta	NA	Peritrechus lundi	4486442
Leptosphaeria michoti	(Westend.) Sacc.	4	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	30021	37456	NA	NA	NA	42864	1a	species	NA	accepted	55978	2015-04-29	NA	NA	3902	Fungi	NA	species	2615611	Leptosphaeria michotii (Westend.) Sacc.	Leptosphaeria michotii	SPECIES	Fungi	Ascomycota	Pleosporales	Montagnulaceae	Paraphaeosphaeria	5	95	183	1047	4820	2614172	TRUE	Dothideomycetes	2615606	Paraphaeosphaeria michotii	2615606
Hemitragus bonali	NA	4	NONE	100	NA	49799	_64142	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Cosmochtonius lanatus	NA	4	NONE	100	NA	49819	64141	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ursus arctos priscus	NA	4	NONE	100	NA	50030	63815	NA	NA	NA	NA	NA	subspecies	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Retinella hammonis	NA	4	NONE	100	NA	50042	_63799	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Acari	NA	4	NONE	100	NA	50092	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ajuga reptans var. atropurpurea	NA	4	NONE	100	NA	50133	NA	NA	NA	NA	NA	NA	variety	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	variety	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Andricus ostrea	NA	4	FUZZY_WITHOUT_AUTHOR	96	SYNONYM	50159	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	7657273	Andricus ostreus Gir.	Andricus ostreus	SPECIES	Animalia	Arthropoda	Hymenoptera	Cynipidae	Neuroterus	1	54	216	1457	4339	1309690	TRUE	Insecta	4496851	Neuroterus anthracinus	4496851
Cryptinae	NA	4	NONE	100	NA	50342	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Diplolepis	NA	4	NONE	99	NA	50380	NA	urn:lsid:catalogueoflife.org:taxon:d84b52dc-29c1-102b-9a4a-00304854f820	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Opiliones	NA	4	NONE	99	NA	50684	NA	NA	NA	NA	NA	NA	genus	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Phytomyza conizae	NA	4	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	50744	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	1551901	Phytomyza conyzae Hendel, 1920	Phytomyza conyzae	SPECIES	Animalia	Arthropoda	Diptera	Agromyzidae	Phytomyza	1	54	216	811	3329	1551312	FALSE	Insecta	NA	Phytomyza conyzae	1551901
Ranunculus sgen. Batrachium	NA	4	NONE	100	NA	50810	NA	NA	NA	NA	NA	NA	species	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Salix cinerea subsp. cinerea	L.	4	NONE	100	NA	50839	NA	urn:lsid:catalogueoflife.org:taxon:1c99bbc7-ac8f-11e3-805d-020044200006	NA	NA	NA	NA	subspecies	NA	unknown	NA	2015-04-29	NA	NA	NA	NA	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Chaoborus obscuripes	(Van der Wulp, 1859)	3	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	11913	13473	NA	NA	NA	36039	0a	species	NA	accepted	49018	2015-04-29	NA	NA	45974	Animalia	NA	species	1679427	Chaoborus obscuripes (Wulp, 1859)	Chaoborus obscuripes	SPECIES	Animalia	Arthropoda	Diptera	Chaoboridae	Chaoborus	1	54	216	811	3342	1679383	FALSE	Insecta	NA	Chaoborus obscuripes	1679427
Gnaphalium luteo-album	L.	3	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	20710	23469	NA	gnaphale jaunâtre	bleekgele droogbloem	38810	1a	species	NA	accepted	51802	2015-04-29	NA	NA	45975	Plantae	NA	species	5404874	Gnaphalium luteoalbum L.	Gnaphalium luteoalbum	SPECIES	Plantae	Tracheophyta	Asterales	Asteraceae	Helichrysum	6	7707728	220	414	3065	3131108	TRUE	Magnoliopsida	3131229	Helichrysum luteoalbum	3131229
